ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log,ZN_desc,INDUS_desc,CHAS_desc,NOX_desc,RM_desc,AGE_desc,DIS_desc,RAD_desc,PTRATIO_desc,MEDV_desc,CAT. MEDV_desc,CRIM_log_desc,TAX_log_desc,LSTAT_log_desc
0.0,6.2,0,0.504,6.552,21.4,3.3751,8,17.4,31.5,0,0.3658784613426782,5.730099782973574,1.5602476682433286,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.504,5.981,68.1,3.6715,8,17.4,24.3,0,0.4298324645564588,5.730099782973574,2.537657215173529,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.504,7.412,76.9,3.6715,8,17.4,31.7,0,0.3804617805842404,5.730099782973574,1.8325814637483104,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,7.730500000000001,73.3,3.8384,8,17.4,36.962500000000006,0,0.4544393823124307,5.730099782973574,1.244154593958768,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,7.730500000000001,70.4,3.6519,8,17.4,36.962500000000006,0,0.2862835950379259,5.730099782973574,1.599387576580599,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,6.726,66.5,3.6519,8,17.4,29.0,0,0.3701211373357088,5.730099782973574,2.2027647577118348,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,6.086,61.5,3.6519,8,17.4,24.0,0,0.2855172308722698,5.730099782973574,2.474856313934499,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,6.631,76.5,4.148,8,17.4,25.1,0,0.4190918410228212,5.730099782973574,2.355177543113216,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,6.2,0,0.507,7.358,71.6,4.148,8,17.4,31.5,0,0.4133208375737469,5.730099782973574,1.7457155307266483,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.481,18.5,6.1899,6,16.6,23.7,0,0.0792177521066288,5.707110264748875,1.9960599327407849,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.606,42.2,6.1899,6,16.6,23.3,0,0.0884869544561993,5.707110264748875,2.124653884501384,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.897,54.3,6.3361,6,16.6,22.0,0,0.1073195954073239,5.707110264748875,2.5160822672564502,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.095,65.1,6.3361,6,16.6,20.1,0,0.1008583963103827,5.707110264748875,2.5952547069568657,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.358,52.9,7.0355,6,16.6,22.2,0,0.0979430743299641,5.707110264748875,2.503073953743449,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
30.0,4.93,0,0.428,6.393,7.8,7.0355,6,16.6,23.7,0,0.1200648747247548,5.707110264748875,1.8229350866965048,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,5.593,76.5,7.9549,7,19.1,17.6,0,0.1873754310966335,5.802118375377063,2.602689685444384,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,5.605,70.2,7.9549,7,19.1,18.5,0,0.1750703300797617,5.802118375377063,2.968361076757859,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.108,34.9,8.0555,7,19.1,24.3,0,0.2925427402430482,5.802118375377063,2.318458442150336,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.226,79.2,8.0555,7,19.1,20.5,0,0.1794591306249127,5.802118375377063,2.411439497906128,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.433,49.1,7.8265,7,19.1,24.5,0,0.1521973447384029,5.802118375377063,2.353278207309564,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.718,17.5,7.8265,7,19.1,26.2,0,0.1745665644208875,5.802118375377063,2.0228711901914416,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.487,13.0,7.3967,7,19.1,24.4,0,0.1312913856811756,5.802118375377063,1.9315214116032136,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.438,8.9,7.3967,7,19.1,24.8,0,0.193994824980046,5.802118375377063,1.5238800240724537,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,6.957,6.8,8.9067,7,19.1,29.6,0,0.0790052466199538,5.802118375377063,1.5107219394949425,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
22.0,5.86,0,0.431,7.730500000000001,8.4,8.9067,7,19.1,36.962500000000006,0,0.3140367177344588,5.802118375377063,1.5129270120532563,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,3.64,0,0.392,6.108,32.0,9.2203,1,16.4,21.9,0,0.0470648671763303,5.755742213586912,2.0241930674493576,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,3.64,0,0.392,5.876,19.1,9.2203,1,16.4,20.9,0,0.0348650873260793,5.755742213586912,2.327277705584417,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,3.75,0,0.394,7.454,34.2,6.3361,3,15.9,36.962500000000006,0,0.0152629266659123,5.501258210544727,1.413423028508143,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.730500000000001,86.9,1.801,5,13.199999999999998,36.962500000000006,0,0.4771902435600922,5.579729825986222,1.8115620965242347,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.333,100.0,1.8946,5,13.199999999999998,36.0,0,0.508929827880027,5.579729825986222,2.173614711697085,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,6.842,100.0,2.0107,5,13.199999999999998,30.1,0,0.5047974910276488,5.579729825986222,2.066862759472976,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.203,81.8,2.1121,5,13.199999999999998,33.8,0,0.4318538424460674,5.579729825986222,2.359910159613315,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.52,89.4,2.1398,5,13.199999999999998,36.962500000000006,0,0.4279569267433912,5.579729825986222,2.1114245875328868,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.730500000000001,91.5,2.2885,5,13.199999999999998,36.962500000000006,0,0.4188024358799136,5.579729825986222,1.9329696377795784,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.327,94.5,2.0788,5,13.199999999999998,31.0,0,0.6017224426405977,5.579729825986222,2.505525936990736,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.206,91.6,1.9301,5,13.199999999999998,36.5,0,0.4383000912017374,5.579729825986222,2.2082744135228043,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,5.56,62.8,1.9865,5,13.199999999999998,22.8,0,0.5662338402369981,5.579729825986222,2.4379897300002487,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.647,7.014,84.6,2.1329,5,13.199999999999998,30.7,0,0.579810495220942,5.579729825986222,2.7593768282675506,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.575,7.730500000000001,67.0,2.4216,5,13.199999999999998,36.962500000000006,0,0.4563736618258476,5.579729825986222,2.132982308607866,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.97,0,0.575,7.47,52.6,2.872,5,13.199999999999998,36.962500000000006,0,0.4321070390545855,5.579729825986222,1.425515074273172,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,6.96,0,0.464,5.92,61.5,3.9175,3,18.6,20.7,0,0.0867738487820384,5.41164605185504,2.6844403354630764,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
