Feature,Value,Description
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,24.0,Index of accessibility to radial highways
RAD,4.0,Index of accessibility to radial highways
RAD,4.0,Index of accessibility to radial highways
RAD,4.0,Index of accessibility to radial highways
RAD,4.0,Index of accessibility to radial highways
RAD,4.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,6.0,Index of accessibility to radial highways
RAD,1.0,Index of accessibility to radial highways
RAD,1.0,Index of accessibility to radial highways
RAD,1.0,Index of accessibility to radial highways
RAD,1.0,Index of accessibility to radial highways
RAD,1.0,Index of accessibility to radial highways
PTRATIO,15.3,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,21.0,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,18.3,Pupil-teacher ratio by town
PTRATIO,18.3,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,16.8,Pupil-teacher ratio by town
PTRATIO,16.8,Pupil-teacher ratio by town
PTRATIO,16.8,Pupil-teacher ratio by town
PTRATIO,16.8,Pupil-teacher ratio by town
PTRATIO,21.1,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.3,Pupil-teacher ratio by town
PTRATIO,15.1,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,16.1,Pupil-teacher ratio by town
PTRATIO,16.1,Pupil-teacher ratio by town
PTRATIO,18.9,Pupil-teacher ratio by town
PTRATIO,18.9,Pupil-teacher ratio by town
PTRATIO,18.9,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,18.7,Pupil-teacher ratio by town
PTRATIO,19.0,Pupil-teacher ratio by town
PTRATIO,19.0,Pupil-teacher ratio by town
PTRATIO,19.0,Pupil-teacher ratio by town
PTRATIO,19.0,Pupil-teacher ratio by town
PTRATIO,18.5,Pupil-teacher ratio by town
PTRATIO,18.5,Pupil-teacher ratio by town
PTRATIO,18.5,Pupil-teacher ratio by town
PTRATIO,18.5,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,18.2,Pupil-teacher ratio by town
PTRATIO,18.2,Pupil-teacher ratio by town
PTRATIO,18.2,Pupil-teacher ratio by town
PTRATIO,18.0,Pupil-teacher ratio by town
PTRATIO,18.0,Pupil-teacher ratio by town
PTRATIO,18.0,Pupil-teacher ratio by town
PTRATIO,18.0,Pupil-teacher ratio by town
PTRATIO,18.0,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,20.9,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,21.2,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,17.8,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.2,Pupil-teacher ratio by town
PTRATIO,15.6,Pupil-teacher ratio by town
PTRATIO,15.6,Pupil-teacher ratio by town
PTRATIO,14.4,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,17.0,Pupil-teacher ratio by town
PTRATIO,17.0,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,14.7,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,17.4,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,19.1,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,16.4,Pupil-teacher ratio by town
PTRATIO,15.9,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,13.199999999999998,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,18.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,14.9,Pupil-teacher ratio by town
PTRATIO,14.9,Pupil-teacher ratio by town
PTRATIO,14.9,Pupil-teacher ratio by town
PTRATIO,14.9,Pupil-teacher ratio by town
PTRATIO,13.6,Pupil-teacher ratio by town
PTRATIO,15.3,Pupil-teacher ratio by town
PTRATIO,15.3,Pupil-teacher ratio by town
PTRATIO,18.2,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,16.6,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,19.2,Pupil-teacher ratio by town
PTRATIO,16.0,Pupil-teacher ratio by town
PTRATIO,16.0,Pupil-teacher ratio by town
PTRATIO,16.0,Pupil-teacher ratio by town
PTRATIO,16.0,Pupil-teacher ratio by town
PTRATIO,16.0,Pupil-teacher ratio by town
PTRATIO,14.8,Pupil-teacher ratio by town
PTRATIO,14.8,Pupil-teacher ratio by town
PTRATIO,14.8,Pupil-teacher ratio by town
PTRATIO,16.1,Pupil-teacher ratio by town
PTRATIO,16.1,Pupil-teacher ratio by town
PTRATIO,16.1,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,18.4,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,19.6,Pupil-teacher ratio by town
PTRATIO,16.9,Pupil-teacher ratio by town
PTRATIO,16.9,Pupil-teacher ratio by town
PTRATIO,16.9,Pupil-teacher ratio by town
PTRATIO,16.9,Pupil-teacher ratio by town
PTRATIO,16.9,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,15.5,Pupil-teacher ratio by town
PTRATIO,15.9,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,17.6,Pupil-teacher ratio by town
PTRATIO,18.8,Pupil-teacher ratio by town
PTRATIO,18.8,Pupil-teacher ratio by town
PTRATIO,17.9,Pupil-teacher ratio by town
PTRATIO,17.0,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,19.7,Pupil-teacher ratio by town
PTRATIO,18.3,Pupil-teacher ratio by town
PTRATIO,18.3,Pupil-teacher ratio by town
PTRATIO,17.0,Pupil-teacher ratio by town
PTRATIO,22.0,Pupil-teacher ratio by town
PTRATIO,22.0,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
PTRATIO,20.2,Pupil-teacher ratio by town
